event_id,same_time_group_id,event_kind,observation_timestamp,farm_id,zone_id,SENTENCE,measurement_group_ids,token_roles,token_ids,embedding_status,tokenization_version
event_89fb0127a1ca8dd5758d11c0d4f677c6360636b3baaf335ea0ec833b15f0ec92,timegroup_e1cae694a853c3a28621f5c99b6ada496e0c394e4b7a0aeed61b9d3e58d8101f,LOCAL_OBSERVATION,2025-02-15T15:00:00Z,F420458,1,[EVENT_SEP] VIEW|ACTUATOR EVENT_KIND|OBSERVATION [MEAS_SEP] FEATURE|CIRCULATION_FAN OBSERVED_VALUE|ZERO STATE_SEMANTICS|UNRESOLVED RAW_CODE_CLASS|INTEGER QUALITY|OK [MEAS_SEP] FEATURE|CO2_SUPPLY OBSERVED_VALUE|ZERO STATE_SEMANTICS|UNRESOLVED RAW_CODE_CLASS|INTEGER QUALITY|OK [MEAS_SEP] FEATURE|EC_SENSOR VALUE_ABS|ABS_B01 EC_SENSOR|ABS_B01 VALUE_GLOBAL_REL|GLOBAL_REL_B01 EC_SENSOR|GLOBAL_REL_B01 VALUE_FARM_REL|FARM_REL_B00 EC_SENSOR|FARM_REL_B00 QUALITY|OK [MEAS_SEP] FEATURE|FCU_FAN OBSERVED_VALU,"[""NONE"", ""NONE"", ""NONE"", ""meas_a13336b51f110df1aca5d27bfa83d2ebe5523fe22e1deaf52da8e0d73e104efc"", ""meas_a13336b51f110df1aca5d27bfa83d2ebe5523fe22e1deaf52da8e0d73e104efc"", ""meas_a13336b51f110df1aca5d27bfa83d2ebe5523fe22e1deaf52da8e0d73e104efc"", ""meas_a13336b51f110df1aca5d27bfa83d2ebe5523fe22e1deaf52da8e0d73e104efc"", ""meas_a13336b51f110df1aca5d27bfa83d2ebe5523fe22e1deaf52da8e0d73e104efc"", ""meas_a13336b51f110df1aca5d27bfa83d2ebe5523fe22e1deaf52da8e0d73e104efc"", ""meas_4e588df82a65f63a6483c095cf3498db85b45cf0a5876b3163f4b83e45cd96ac"", ""meas_4e588df82a65f63a6483c095cf3498db85b45cf0a5876b3163f4b83e45cd96ac"", ""meas_4e588df82a65f63a6483c095cf3498db85b45cf0a5876b3163f4b83e45cd96ac"", ""meas_4e588df82a65f63a6483c095cf3498db85b45cf0a5876b3163f4b83e45cd96ac"", ""meas_4e588df82a65f63a6483c095cf3498db85b45cf0a5876b3163f4b83e45cd96ac"", ""meas_4e588df82a65f63a6483c095cf3498db85b45cf0a5876b3163f4b83e45cd96ac"", ""meas_f8abc1f0a96e0bb6c2eef2170d4a9a7ee097292b1208649c9cafaeb464706170"", ""meas_f8abc1f0a96e0bb6c2eef2170d4a9a7ee097292b1208649c9cafaeb464706170"", ""meas_f8abc1f0a96e0bb6c2eef2170d4a9a7ee097292b1208649c9cafaeb464706170"", ""meas_f8abc1f0a96e0bb6c2eef2170d4a9a7ee097292b1208649c9cafaeb464706170"", ""meas_f8abc1f0a96e0bb6c2eef2170d4a9a7ee097292b1208649c9cafaeb464706170"", ""meas_f8abc1f0a96e0bb6c2eef2170d4a9a7ee097292b1208649c9cafaeb464706170"", ""meas_f8abc1f0a96e0bb6c2eef2170d4a9a7ee097292b1208649c9cafaeb464706170"", ""meas_f8abc1f0a96e0bb6c2eef2170d4a9a7ee097292b1208649c9cafaeb464706170"", ""meas_f8abc1f0a96e0bb6c2eef2170d4a9a7ee097292b1208649c9cafaeb464706170"", ""meas_43455afa7ba6d7cf76560f4e9de51d7e659597a015da89993e2ec63105bd5551"", ""meas_43455afa7ba6d7cf76560f4e9de51d7e659597a015da89993e2ec63105bd5551"", ""meas_43455afa7ba6d7cf76560f4e9de51d7e659597a015da89993e2ec63105bd5551"", ""meas_43455afa7ba6d7cf76560f4e9de51d7e659597a015da89993e2ec63105bd5551"", ""meas_43455afa7ba6d7cf76560f4e9de51d7e659597a015da89993e2ec63105bd5551"", ""meas_43455afa7ba6d7cf76560f4e9de51d7e659597a015da89993e2ec63105bd5551"", ""meas_c3c61ca28d42309d03c5bbf721a561ff20fa914453f06c67b309c2541221953b"", ""meas_c3c61ca28d42309d03c5bbf721a561ff20fa914453f06c67b309c2541221953b"", ""meas_c3c61ca28d42309d03c5bbf721a561ff20fa914453f06c67b309c2541221953b"", ""meas_c3c61ca28d42309d03c5bbf721a561ff20fa914453f06c67b309c2541221953b"", ""meas_c3c61ca28d42309d03c5bbf721a561ff20fa914453f06c67b309c2541221953b"", ""meas_c3c61ca28d42309d03c5bbf721a561ff20fa914453f06c67b309c2541221953b"", ""meas_691acfd8f30da391d59a929daa9c1887fa7ed3c7fb61bc9ce7051e65dfefafcb"", ""meas_691acfd8f30da391d59a929daa9c1887fa7ed3c7fb61bc9ce7051e65dfefafcb"", ""meas_691acfd8f30da391d59a929daa9c1887fa7ed3c7fb61bc9ce7051e65dfefafcb"", ""meas_691acfd8f30da391d59a929daa9c1887fa7ed3c7fb61bc9ce7051e65dfefafcb"", ""meas_691acfd8f30da391d59a929daa9c1887fa7ed3c7fb61bc9ce7051e65dfefafcb"", ""meas_691acfd8f30da391d59a929daa9c1887fa7ed3c7fb61bc9ce7051e65dfefafcb"", ""meas_ce3c364cff767f72ae17a04b1b86f42be03c044a63e3941a57e4d876072fd06b"", ""meas_ce3c364cff767f72ae17a04b1b86f42be03c044a63e3941a57e4d876072fd06b"", ""meas_ce3c364cff767f72ae17a04b1b86f42be03c044a63e3941a57e4d876072fd06b"", ""meas_ce3c364cff767f72ae17a04b1b86f42be03c044a63e3941a57e4d876072fd06b"", ""meas_ce3c364cff767f72ae17a04b1b86f42be03c044a63e3941a57e4d876072fd06b"", ""meas_ce3c364cff767f72ae17a04b1b86f42be03c044a63e3941a57e4d876072fd06b"", ""meas_117e7abfb8705cde00579916ee7306a4d45977f80c51999b1e8ce87ff02b0e8b"", ""meas_117e7abfb8705cde00579916ee7306a4d45977f80c51999b1e8ce87ff02b0e8b"", ""meas_117e7abfb8705cde00579916ee7306a4d45977f80c51999b1e8ce87ff02b0e8b"", ""meas_117e7abfb8705cde00579916ee7306a4d45977f80c51999b1e8ce87ff02b0e8b"", ""meas_117e7abfb8705cde00579916ee7306a4d45977f80c51999b1e8ce87ff02b0e8b"", ""meas_117e7abfb8705cde00579916ee7306a4d45977f80c51999b1e8ce87ff02b0e8b"", ""meas_117e7abfb8705cde00579916ee7306a4d45977f80c51999b1e8ce87ff02b0e8b"", ""meas_117e7abfb8705cde00579916ee7306a4d45977f80c51999b1e8ce87ff02b0e8b"", ""meas_117e7abfb8705cde00579916ee7306a4d45977f80c51999b1e8ce87ff02b0e8b"", ""meas_b97d60eafbed5306fba54daf3231d7a00a8fe3194d3ff146dea958b80f13b6d8"", ""meas_b97d60eafbed5306fba54daf3231d7a00a8fe3194d3ff146dea958b80f13b6d8"", ""meas_b97d60eafbed5306fba54daf3231d7a00a8fe3194d3ff146dea958b80f13b6d8"", ""meas_b97d60eafbed5306fba54daf3231d7a00a8fe3194d3ff146dea958b80f13b6d8"", ""meas_b97d60eafbed5306fba54daf3231d7a00a8fe3194d3ff146dea958b80f13b6d8"", ""meas_b97d60eafbed5306fba54daf3231d7a00a8fe3194d3ff146dea958b80f13b6d8"", ""meas_c140b97e368fd31d2547c45213396adae062c59958fec6bb4581cd10a02801d8"", ""meas_c140b97e368fd31d2547c45213396adae062c59958fec6bb4581cd10a02801d8"", ""meas_c140b97e368fd31d2547c45213396adae062c59958fec6bb4581cd10a02801d8"", ""meas_c140b97e368fd31d2547c45213396adae062c59958fec6bb4581cd10a02801d8"", ""meas_c140b97e368fd31d2547c45213396adae062c59958fec6bb4581cd10a02801d8"", ""meas_c140b97e368fd31d2547c45213396adae062c59958fec6bb4581cd10a02801d8"", ""meas_106184ece423b8da630500ab49a32da8029acf192843482ea42175b1005d2180"", ""meas_106184ece423b8da630500ab49a32da8029acf192843482ea42175b1005d2180"", ""meas_106184ece423b8da630500ab49a32da8029acf192843482ea42175b1005d2180"", ""meas_106184ece423b8da630500ab49a32da8029acf192843482ea42175b1005d2180"", ""meas_106184ece423b8da630500ab49a32da8029acf192843482ea42175b1005d2180"", ""meas_106184ece423b8da630500ab49a32da8029acf192843482ea42175b1005d2180"", ""meas_78ff9ad2559f619d5846b2cb100d9e8267b6d99d90629b86f6170f417fdb2cac"", ""meas_78ff9ad2559f619d5846b2cb100d9e8267b6d99d90629b86f6170f417fdb2cac"", ""meas_78ff9ad2559f619d5846b2cb100d9e8267b6d99d90629b86f6170f417fdb2cac"", ""meas_78ff9ad2559f619d5846b2cb100d9e8267b6d99d90629b86f6170f417fdb2cac"", ""meas_78ff9ad2559f619d5846b2cb100d9e8267b6d99d90629b86f6170f417fdb2cac"", ""meas_78ff9ad2559f619d5846b2cb100d9e8267b6d99d90629b86f6170f417fdb2cac"", ""meas_7ce9e3e4c5c90a82a13ce893c476d20fa4e9200b9ed68f952afdd037af6b6889"", ""meas_7ce9e3e4c5c90a82a13ce893c476d20fa4e9200b9ed68f952afdd037af6b6889"", ""meas_7ce9e3e4c5c90a82a13ce893c476d20fa4e9200b9ed68f952afdd037af6b6889"", ""meas_7ce9e3e4c5c90a82a13ce893c476d20fa4e9200b9ed68f952afdd037af6b6889"", ""meas_7ce9e3e4c5c90a82a13ce893c476d20fa4e9200b9ed68f952afdd037af6b6889"", ""meas_7ce9e3e4c5c90a82a13ce893c476d20fa4e9200b9ed68f952afdd037af6b6889"", ""meas_ab85c389292cb8a70a57c82835b64ea75a8bcd71bb7b716681547dfebf6341b0"", ""meas_ab85c389292cb8a70a57c82835b64ea75a8bcd71bb7b716681547dfebf6341b0"", ""meas_ab85c389292cb8a70a57c82835b64ea75a8bcd71bb7b716681547dfebf6341b0"", ""meas_ab85c389292cb8a70a57c82835b64ea75a8bcd71bb7b716681547dfebf6341b0"", ""meas_ab85c389292cb8a70a57c82835b64ea75a8bcd71bb7b716681547dfebf6341b0"", ""meas_ab85c389292cb8a70a57c82835b64ea75a8bcd71bb7b716681547dfebf6341b0""]","[""sep"", ""meta"", ""meta"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""value_abs"", ""value_abs_combined"", ""value_global"", ""value_global_combined"", ""value_farm"", ""value_farm_combined"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""value_abs"", ""value_abs_combined"", ""value_global"", ""value_global_combined"", ""value_farm"", ""value_farm_combined"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality""]","[7, 15, 19, 8, 119, 27, 33, 31, 79, 8, 123, 27, 33, 31, 79, 8, 127, 190, 392, 257, 416, 234, 404, 79, 8, 129, 27, 33, 31, 79, 8, 131, 27, 33, 31, 79, 8, 145, 27, 33, 31, 79, 8, 147, 27, 33, 31, 79, 8, 159, 197, 948, 264, 969, 238, 956, 79, 8, 165, 27, 33, 31, 79, 8, 167, 27, 33, 31, 79, 8, 169, 27, 33, 31, 79, 8, 177, 27, 33, 31, 79, 8, 179, 27, 33, 31, 79, 8, 181, 27, 33, 31, 79]",,v2
event_1e8690b51f2245898f0323d555ee1fdb0e09d9d3cc4b21626e72ebf34825c392,timegroup_16f13d09809c34b542799ec8c9637c3953ad61ecf4782210d3239850dfe15066,LOCAL_OBSERVATION,2025-02-15T16:00:00Z,F420458,1,[EVENT_SEP] VIEW|ACTUATOR EVENT_KIND|OBSERVATION [MEAS_SEP] FEATURE|CIRCULATION_FAN OBSERVED_VALUE|ZERO STATE_SEMANTICS|UNRESOLVED RAW_CODE_CLASS|INTEGER QUALITY|OK [MEAS_SEP] FEATURE|CO2_SUPPLY OBSERVED_VALUE|ZERO STATE_SEMANTICS|UNRESOLVED RAW_CODE_CLASS|INTEGER QUALITY|OK [MEAS_SEP] FEATURE|EC_SENSOR VALUE_ABS|ABS_B01 EC_SENSOR|ABS_B01 VALUE_GLOBAL_REL|GLOBAL_REL_B01 EC_SENSOR|GLOBAL_REL_B01 VALUE_FARM_REL|FARM_REL_B00 EC_SENSOR|FARM_REL_B00 QUALITY|OK [MEAS_SEP] FEATURE|FCU_FAN OBSERVED_VALU,"[""NONE"", ""NONE"", ""NONE"", ""meas_521ac360bef64af59b64dae1b1158c64fb64d15b9f212db05a2116754d2f2ff3"", ""meas_521ac360bef64af59b64dae1b1158c64fb64d15b9f212db05a2116754d2f2ff3"", ""meas_521ac360bef64af59b64dae1b1158c64fb64d15b9f212db05a2116754d2f2ff3"", ""meas_521ac360bef64af59b64dae1b1158c64fb64d15b9f212db05a2116754d2f2ff3"", ""meas_521ac360bef64af59b64dae1b1158c64fb64d15b9f212db05a2116754d2f2ff3"", ""meas_521ac360bef64af59b64dae1b1158c64fb64d15b9f212db05a2116754d2f2ff3"", ""meas_aa1f1462df197b7dc7b61cc9e3b80fd15a329af9eebe431abfc9003ab834ee93"", ""meas_aa1f1462df197b7dc7b61cc9e3b80fd15a329af9eebe431abfc9003ab834ee93"", ""meas_aa1f1462df197b7dc7b61cc9e3b80fd15a329af9eebe431abfc9003ab834ee93"", ""meas_aa1f1462df197b7dc7b61cc9e3b80fd15a329af9eebe431abfc9003ab834ee93"", ""meas_aa1f1462df197b7dc7b61cc9e3b80fd15a329af9eebe431abfc9003ab834ee93"", ""meas_aa1f1462df197b7dc7b61cc9e3b80fd15a329af9eebe431abfc9003ab834ee93"", ""meas_60e05164e71243addcf6674f172650d0b2155460e87f55a4e1a3d2824dc07220"", ""meas_60e05164e71243addcf6674f172650d0b2155460e87f55a4e1a3d2824dc07220"", ""meas_60e05164e71243addcf6674f172650d0b2155460e87f55a4e1a3d2824dc07220"", ""meas_60e05164e71243addcf6674f172650d0b2155460e87f55a4e1a3d2824dc07220"", ""meas_60e05164e71243addcf6674f172650d0b2155460e87f55a4e1a3d2824dc07220"", ""meas_60e05164e71243addcf6674f172650d0b2155460e87f55a4e1a3d2824dc07220"", ""meas_60e05164e71243addcf6674f172650d0b2155460e87f55a4e1a3d2824dc07220"", ""meas_60e05164e71243addcf6674f172650d0b2155460e87f55a4e1a3d2824dc07220"", ""meas_60e05164e71243addcf6674f172650d0b2155460e87f55a4e1a3d2824dc07220"", ""meas_042d7aafff7efb53f3bbd6616d9d61c378d3bd1cd191d810b4a4541fd7513ec5"", ""meas_042d7aafff7efb53f3bbd6616d9d61c378d3bd1cd191d810b4a4541fd7513ec5"", ""meas_042d7aafff7efb53f3bbd6616d9d61c378d3bd1cd191d810b4a4541fd7513ec5"", ""meas_042d7aafff7efb53f3bbd6616d9d61c378d3bd1cd191d810b4a4541fd7513ec5"", ""meas_042d7aafff7efb53f3bbd6616d9d61c378d3bd1cd191d810b4a4541fd7513ec5"", ""meas_042d7aafff7efb53f3bbd6616d9d61c378d3bd1cd191d810b4a4541fd7513ec5"", ""meas_86e54b67275600d6c50834db9ccf099dede5b92cd5db9959bd21633bfb98c65f"", ""meas_86e54b67275600d6c50834db9ccf099dede5b92cd5db9959bd21633bfb98c65f"", ""meas_86e54b67275600d6c50834db9ccf099dede5b92cd5db9959bd21633bfb98c65f"", ""meas_86e54b67275600d6c50834db9ccf099dede5b92cd5db9959bd21633bfb98c65f"", ""meas_86e54b67275600d6c50834db9ccf099dede5b92cd5db9959bd21633bfb98c65f"", ""meas_86e54b67275600d6c50834db9ccf099dede5b92cd5db9959bd21633bfb98c65f"", ""meas_95e0ac7cac8af2f86efa891f9c4923fffc9464ab4cab4645d9a4a557cd5d2b59"", ""meas_95e0ac7cac8af2f86efa891f9c4923fffc9464ab4cab4645d9a4a557cd5d2b59"", ""meas_95e0ac7cac8af2f86efa891f9c4923fffc9464ab4cab4645d9a4a557cd5d2b59"", ""meas_95e0ac7cac8af2f86efa891f9c4923fffc9464ab4cab4645d9a4a557cd5d2b59"", ""meas_95e0ac7cac8af2f86efa891f9c4923fffc9464ab4cab4645d9a4a557cd5d2b59"", ""meas_95e0ac7cac8af2f86efa891f9c4923fffc9464ab4cab4645d9a4a557cd5d2b59"", ""meas_6bc95d81719abb46409f3a0de0a69f76286cc7ac350ab4857da97b7eba192d63"", ""meas_6bc95d81719abb46409f3a0de0a69f76286cc7ac350ab4857da97b7eba192d63"", ""meas_6bc95d81719abb46409f3a0de0a69f76286cc7ac350ab4857da97b7eba192d63"", ""meas_6bc95d81719abb46409f3a0de0a69f76286cc7ac350ab4857da97b7eba192d63"", ""meas_6bc95d81719abb46409f3a0de0a69f76286cc7ac350ab4857da97b7eba192d63"", ""meas_6bc95d81719abb46409f3a0de0a69f76286cc7ac350ab4857da97b7eba192d63"", ""meas_3929d0b72a91bfe07e28cf9fc09e1cfeb19ad31bcee4940d2b547f0108ac5b14"", ""meas_3929d0b72a91bfe07e28cf9fc09e1cfeb19ad31bcee4940d2b547f0108ac5b14"", ""meas_3929d0b72a91bfe07e28cf9fc09e1cfeb19ad31bcee4940d2b547f0108ac5b14"", ""meas_3929d0b72a91bfe07e28cf9fc09e1cfeb19ad31bcee4940d2b547f0108ac5b14"", ""meas_3929d0b72a91bfe07e28cf9fc09e1cfeb19ad31bcee4940d2b547f0108ac5b14"", ""meas_3929d0b72a91bfe07e28cf9fc09e1cfeb19ad31bcee4940d2b547f0108ac5b14"", ""meas_3929d0b72a91bfe07e28cf9fc09e1cfeb19ad31bcee4940d2b547f0108ac5b14"", ""meas_3929d0b72a91bfe07e28cf9fc09e1cfeb19ad31bcee4940d2b547f0108ac5b14"", ""meas_3929d0b72a91bfe07e28cf9fc09e1cfeb19ad31bcee4940d2b547f0108ac5b14"", ""meas_4ce83ff47a975a147d5a4df47c88b93cb5fb5ac121adb24145a95c7f72f82546"", ""meas_4ce83ff47a975a147d5a4df47c88b93cb5fb5ac121adb24145a95c7f72f82546"", ""meas_4ce83ff47a975a147d5a4df47c88b93cb5fb5ac121adb24145a95c7f72f82546"", ""meas_4ce83ff47a975a147d5a4df47c88b93cb5fb5ac121adb24145a95c7f72f82546"", ""meas_4ce83ff47a975a147d5a4df47c88b93cb5fb5ac121adb24145a95c7f72f82546"", ""meas_4ce83ff47a975a147d5a4df47c88b93cb5fb5ac121adb24145a95c7f72f82546"", ""meas_73fde525ce4acb02d6465bc3bbd8aed7502eb3343bf781f2f159789d435225ad"", ""meas_73fde525ce4acb02d6465bc3bbd8aed7502eb3343bf781f2f159789d435225ad"", ""meas_73fde525ce4acb02d6465bc3bbd8aed7502eb3343bf781f2f159789d435225ad"", ""meas_73fde525ce4acb02d6465bc3bbd8aed7502eb3343bf781f2f159789d435225ad"", ""meas_73fde525ce4acb02d6465bc3bbd8aed7502eb3343bf781f2f159789d435225ad"", ""meas_73fde525ce4acb02d6465bc3bbd8aed7502eb3343bf781f2f159789d435225ad"", ""meas_517fcaa807e252f363edf51ecae3b0a5fdff8892ef6866265131fe839624ac9a"", ""meas_517fcaa807e252f363edf51ecae3b0a5fdff8892ef6866265131fe839624ac9a"", ""meas_517fcaa807e252f363edf51ecae3b0a5fdff8892ef6866265131fe839624ac9a"", ""meas_517fcaa807e252f363edf51ecae3b0a5fdff8892ef6866265131fe839624ac9a"", ""meas_517fcaa807e252f363edf51ecae3b0a5fdff8892ef6866265131fe839624ac9a"", ""meas_517fcaa807e252f363edf51ecae3b0a5fdff8892ef6866265131fe839624ac9a"", ""meas_e8a3712cd55910d04155de74ad3192eea7bbf119723c58e2ca1fd31e62d13aa8"", ""meas_e8a3712cd55910d04155de74ad3192eea7bbf119723c58e2ca1fd31e62d13aa8"", ""meas_e8a3712cd55910d04155de74ad3192eea7bbf119723c58e2ca1fd31e62d13aa8"", ""meas_e8a3712cd55910d04155de74ad3192eea7bbf119723c58e2ca1fd31e62d13aa8"", ""meas_e8a3712cd55910d04155de74ad3192eea7bbf119723c58e2ca1fd31e62d13aa8"", ""meas_e8a3712cd55910d04155de74ad3192eea7bbf119723c58e2ca1fd31e62d13aa8"", ""meas_5906cd6d752ae05f90054fd59b8047c5b716d4f987589df46a6e6f8a9a000644"", ""meas_5906cd6d752ae05f90054fd59b8047c5b716d4f987589df46a6e6f8a9a000644"", ""meas_5906cd6d752ae05f90054fd59b8047c5b716d4f987589df46a6e6f8a9a000644"", ""meas_5906cd6d752ae05f90054fd59b8047c5b716d4f987589df46a6e6f8a9a000644"", ""meas_5906cd6d752ae05f90054fd59b8047c5b716d4f987589df46a6e6f8a9a000644"", ""meas_5906cd6d752ae05f90054fd59b8047c5b716d4f987589df46a6e6f8a9a000644"", ""meas_45b7ec0e4b7abe45882de0b7e39d58cef3921896c208199539974db968178122"", ""meas_45b7ec0e4b7abe45882de0b7e39d58cef3921896c208199539974db968178122"", ""meas_45b7ec0e4b7abe45882de0b7e39d58cef3921896c208199539974db968178122"", ""meas_45b7ec0e4b7abe45882de0b7e39d58cef3921896c208199539974db968178122"", ""meas_45b7ec0e4b7abe45882de0b7e39d58cef3921896c208199539974db968178122"", ""meas_45b7ec0e4b7abe45882de0b7e39d58cef3921896c208199539974db968178122""]","[""sep"", ""meta"", ""meta"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""value_abs"", ""value_abs_combined"", ""value_global"", ""value_global_combined"", ""value_farm"", ""value_farm_combined"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""value_abs"", ""value_abs_combined"", ""value_global"", ""value_global_combined"", ""value_farm"", ""value_farm_combined"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality"", ""sep"", ""feature_identity"", ""literal"", ""literal"", ""literal"", ""quality""]","[7, 15, 19, 8, 119, 27, 33, 31, 79, 8, 123, 27, 33, 31, 79, 8, 127, 190, 392, 257, 416, 234, 404, 79, 8, 129, 28, 33, 31, 79, 8, 131, 28, 33, 31, 79, 8, 145, 27, 33, 31, 79, 8, 147, 27, 33, 31, 79, 8, 159, 197, 948, 264, 969, 238, 956, 79, 8, 165, 27, 33, 31, 79, 8, 167, 27, 33, 31, 79, 8, 169, 27, 33, 31, 79, 8, 177, 27, 33, 31, 79, 8, 179, 27, 33, 31, 79, 8, 181, 27, 33, 31, 79]",,v2
